election_id,tier,scope,block,prefecture,electors_male,electors_female,electors_total,voters_male,voters_female,voters_total,abstainers_male,abstainers_female,abstainers_total,source_page
h29-10-22,smd,overseas,,宮崎県,209,356,565,22,42,64,187,314,501,10
h29-10-22,smd,overseas,,鹿児島県,498,685,1183,47,69,116,451,616,1067,10
h29-10-22,smd,overseas,,沖縄県,1603,2165,3768,50,81,131,1553,2084,3637,10
h29-10-22,smd,overseas,,合計,44935,55155,100090,10699,10481,21180,34236,44674,78910,10
h29-10-22,pr,all,北海道,北海道,2137292,2447188,4584480,1300262,1463859,2764121,837030,983329,1820359,13
h29-10-22,pr,all,東北,青森県,526305,598935,1125240,287358,322121,609479,238947,276814,515761,13
h29-10-22,pr,all,東北,岩手県,513536,565530,1079066,307219,330920,638139,206317,234610,440927,13
h29-10-22,pr,all,東北,宮城県,939433,1004505,1943938,497292,529612,1026904,442141,474893,917034,13
h29-10-22,pr,all,東北,秋田県,412349,471603,883952,253685,281689,535374,158664,189914,348578,13
h29-10-22,pr,all,東北,山形県,449353,491082,940435,293597,308767,602364,155756,182315,338071,13
h29-10-22,pr,all,東北,福島県,789972,833309,1623281,449699,470511,920210,340273,362798,703071,13
h29-10-22,pr,all,東北,計,3630948,3964964,7595912,2088850,2243620,4332470,1542098,1721344,3263442,13
h29-10-22,pr,all,北関東,茨城県,1218694,1229415,2448109,636897,624615,1261512,581797,604800,1186597,13
h29-10-22,pr,all,北関東,栃木県,816885,829677,1646562,429890,420568,850458,386995,409109,796104,13
h29-10-22,pr,all,北関東,群馬県,806678,834802,1641480,425586,427453,853039,381092,407349,788441,13
h29-10-22,pr,all,北関東,埼玉県,3041660,3053752,6095412,1580433,1554941,3135374,1461227,1498811,2960038,13
h29-10-22,pr,all,北関東,計,5883917,5947646,11831563,3072806,3027577,6100383,2811111,2920069,5731180,13
h29-10-22,pr,all,南関東,千葉県,2598182,2626938,5225120,1306248,1300523,2606771,1291934,1326415,2618349,13
h29-10-22,pr,all,南関東,神奈川県,3787983,3825747,7613730,1981468,1975364,3956832,1806515,1850383,3656898,13
h29-10-22,pr,all,南関東,山梨県,341038,359676,700714,207674,217667,425341,133364,142009,275373,13
h29-10-22,pr,all,南関東,計,6727203,6812361,13539564,3495390,3493554,6988944,3231813,3318807,6550620,13
h29-10-22,pr,all,東京都,東京都,5523348,5752742,11276090,2967414,3080369,6047783,2555934,2672373,5228307,13
h29-10-22,pr,all,北陸信越,新潟県,933276,1007236,1940512,596462,617314,1213776,336814,389922,726736,13
h29-10-22,pr,all,北陸信越,富山県,431441,468516,899957,237846,248069,485915,193595,220447,414042,13
h29-10-22,pr,all,北陸信越,石川県,458302,499581,957883,269752,287332,557084,188550,212249,400799,13
h29-10-22,pr,all,北陸信越,福井県,314177,339057,653234,177487,187772,365259,136690,151285,287975,13
h29-10-22,pr,all,北陸信越,長野県,852874,907647,1760521,523082,540134,1063216,329792,367513,697305,13
h29-10-22,pr,all,北陸信越,計,2990070,3222037,6212107,1804629,1880621,3685250,1185441,1341416,2526857,13
h29-10-22,pr,all,東海,岐阜県,814543,874575,1689118,465246,489912,955158,349297,384663,733960,13
h29-10-22,pr,all,東海,静岡県,1518801,1578414,3097215,859108,885067,1744175,659693,693347,1353040,13
h29-10-22,pr,all,東海,愛知県,3045076,3055396,6100472,1686689,1647472,3334161,1358387,1407924,2766311,13
h29-10-22,pr,all,東海,三重県,730502,779420,1509922,417987,443953,861940,312515,335467,647982,13
h29-10-22,pr,all,東海,計,6108922,6287805,12396727,3429030,3466404,6895434,2679892,2821401,5501293,13
h29-10-22,pr,all,近畿,滋賀県,561919,589473,1151392,319448,328964,648412,242471,260509,502980,13
h29-10-22,pr,all,近畿,京都府,1007816,1122070,2129886,524653,559327,1083980,483163,562743,1045906,13
h29-10-22,pr,all,近畿,大阪府,3489399,3815936,7305335,1693530,1841663,3535193,1795869,1974273,3770142,13
h29-10-22,pr,all,近畿,兵庫県,2187054,2435363,4622417,1076555,1170689,2247244,1110499,1264674,2375173,13
h29-10-22,pr,all,近畿,奈良県,542052,614695,1156747,306747,337090,643837,235305,277605,512910,13
h29-10-22,pr,all,近畿,和歌山県,387116,441713,828829,207833,231069,438902,179283,210644,389927,13
h29-10-22,pr,all,近畿,計,8175356,9019250,17194606,4128766,4468802,8597568,4046590,4550448,8597038,13
h29-10-22,pr,all,中国,鳥取県,226470,252611,479081,128109,142212,270321,98361,110399,208760,13
h29-10-22,pr,all,中国,島根県,274117,305439,579556,168267,183124,351391,105850,122315,228165,13
h29-10-22,pr,all,中国,岡山県,759229,834828,1594057,382700,415764,798464,376529,419064,795593,13
h29-10-22,pr,all,中国,広島県,1129382,1226122,2355504,571506,610166,1181672,557876,615956,1173832,13
h29-10-22,pr,all,中国,山口県,552697,628146,1180843,303737,348368,652105,248960,279778,528738,13
h29-10-22,pr,all,中国,計,2941895,3247146,6189041,1554319,1699634,3253953,1387576,1547512,2935088,13
h29-10-22,pr,all,四国,徳島県,304335,340335,644670,143246,156276,299522,161089,184059,345148,13
h29-10-22,pr,all,四国,香川県,395803,433862,829665,211102,229253,440355,184701,204609,389310,13
h29-10-22,pr,all,四国,愛媛県,549519,627750,1177269,280886,316364,597250,268633,311386,580019,13
h29-10-22,pr,all,四国,高知県,288330,332250,620580,147806,173988,321794,140524,158262,298786,13
h29-10-22,pr,all,四国,計,1537987,1734197,3272184,783040,875881,1658921,754947,858316,1613263,13
h29-10-22,pr,all,九州,福岡県,1974132,2253595,4227727,1047343,1206505,2253848,926789,1047090,1973879,13
h29-10-22,pr,all,九州,佐賀県,321276,367089,688365,191545,217736,409281,129731,149353,279084,13
h29-10-22,pr,all,九州,長崎県,534018,621001,1155019,307622,354021,661643,226396,266980,493376,13
h29-10-22,pr,all,九州,熊本県,692649,793666,1486315,396125,451412,847537,296524,342254,638778,13
h29-10-22,pr,all,九州,大分県,459041,521998,981039,261850,297132,558982,197191,224866,422057,13
h29-10-22,pr,all,九州,宮崎県,431373,494888,926261,219749,247795,467544,211624,247093,458717,13
h29-10-22,pr,all,九州,鹿児島県,638983,739859,1378842,362522,410783,773305,276461,329076,605537,13
h29-10-22,pr,all,九州,沖縄県,562572,592815,1155387,313781,337083,650864,248791,255732,504523,13
h29-10-22,pr,all,九州,計,5614044,6384911,11998955,3100537,3522467,6623004,2513507,2862444,5375951,13
h29-10-22,pr,all,,合計,51270982,54820247,106091229,27725043,29222788,56947831,23545939,25597459,49143398,13
h29-10-22,pr,overseas,北海道,北海道,1006,1448,2454,164,242,406,842,1206,2048,14
h29-10-22,pr,overseas,東北,青森県,159,306,465,26,25,51,133,281,414,14
h29-10-22,pr,overseas,東北,岩手県,227,355,582,52,45,97,175,310,485,14
h29-10-22,pr,overseas,東北,宮城県,408,642,1050,80,92,172,328,550,878,14
h29-10-22,pr,overseas,東北,秋田県,169,259,428,16,34,50,153,225,378,14
h29-10-22,pr,overseas,東北,山形県,255,344,599,48,44,92,207,300,507,14
h29-10-22,pr,overseas,東北,福島県,559,711,1270,60,78,138,499,633,1132,14
h29-10-22,pr,overseas,東北,計,1777,2617,4394,282,318,600,1495,2299,3794,14
h29-10-22,pr,overseas,北関東,茨城県,699,861,1560,148,168,316,551,693,1244,14
h29-10-22,pr,overseas,北関東,栃木県,480,563,1043,102,99,201,378,464,842,14
h29-10-22,pr,overseas,北関東,群馬県,474,615,1089,96,91,187,378,524,902,14
h29-10-22,pr,overseas,北関東,埼玉県,2311,2635,4946,629,603,1232,1682,2032,3714,14
h29-10-22,pr,overseas,北関東,計,3964,4674,8638,975,961,1936,2989,3713,6702,14
h29-10-22,pr,overseas,南関東,千葉県,2682,2830,5512,719,597,1316,1963,2233,4196,14
h29-10-22,pr,overseas,南関東,神奈川県,5400,5789,11189,1552,1302,2854,3848,4487,8335,14
h29-10-22,pr,overseas,南関東,山梨県,229,321,550,30,45,75,199,276,475,14
h29-10-22,pr,overseas,南関東,計,8311,8940,17251,2301,1944,4245,6010,6996,13006,14
h29-10-22,pr,overseas,東京都,東京都,11818,13035,24853,3890,3477,7367,7928,9558,17486,14
h29-10-22,pr,overseas,北陸信越,新潟県,349,656,1005,67,93,160,282,563,845,14
h29-10-22,pr,overseas,北陸信越,富山県,233,259,492,44,36,80,189,223,412,14
h29-10-22,pr,overseas,北陸信越,石川県,159,271,430,33,46,79,126,225,351,14
h29-10-22,pr,overseas,北陸信越,福井県,139,189,328,28,33,61,111,156,267,14
h29-10-22,pr,overseas,北陸信越,長野県,603,798,1401,103,127,230,500,671,1171,14
h29-10-22,pr,overseas,北陸信越,計,1483,2173,3656,275,335,610,1208,1838,3046,14
h29-10-22,pr,overseas,東海,岐阜県,391,534,925,75,91,166,316,443,759,14
h29-10-22,pr,overseas,東海,静岡県,1085,1251,2336,214,202,416,871,1049,1920,14
h29-10-22,pr,overseas,東海,愛知県,2106,2191,4297,472,421,893,1634,1770,3404,14
h29-10-22,pr,overseas,東海,三重県,433,488,921,61,83,144,372,405,777,14
h29-10-22,pr,overseas,東海,計,4015,4464,8479,822,797,1619,3193,3667,6860,14
h29-10-22,pr,overseas,近畿,滋賀県,389,383,772,79,75,154,310,308,618,14
h29-10-22,pr,overseas,近畿,京都府,736,927,1663,190,217,407,546,710,1256,14
h29-10-22,pr,overseas,近畿,大阪府,2054,2714,4768,511,561,1072,1543,2153,3696,14
h29-10-22,pr,overseas,近畿,兵庫県,1408,1867,3275,376,409,785,1032,1458,2490,14
h29-10-22,pr,overseas,近畿,奈良県,325,439,764,79,82,161,246,357,603,14
h29-10-22,pr,overseas,近畿,和歌山県,231,387,618,27,43,70,204,344,548,14
h29-10-22,pr,overseas,近畿,計,5143,6717,11860,1262,1387,2649,3881,5330,9211,14
h29-10-22,pr,overseas,中国,鳥取県,93,187,280,18,31,49,75,156,231,14
h29-10-22,pr,overseas,中国,島根県,114,211,325,25,35,60,89,176,265,14
h29-10-22,pr,overseas,中国,岡山県,354,545,899,62,88,150,292,457,749,14
h29-10-22,pr,overseas,中国,広島県,707,1062,1769,109,143,252,598,919,1517,14
h29-10-22,pr,overseas,中国,山口県,391,608,999,54,63,117,337,545,882,14
h29-10-22,pr,overseas,中国,計,1659,2613,4272,268,360,628,1391,2253,3644,14
h29-10-22,pr,overseas,四国,徳島県,119,195,314,18,22,40,101,173,274,14
h29-10-22,pr,overseas,四国,香川県,220,306,526,31,42,73,189,264,453,14
h29-10-22,pr,overseas,四国,愛媛県,315,429,744,35,50,85,280,379,659,14
h29-10-22,pr,overseas,四国,高知県,293,417,710,28,29,57,265,388,653,14
h29-10-22,pr,overseas,四国,計,947,1347,2294,112,143,255,835,1204,2039,14
h29-10-22,pr,overseas,九州,福岡県,1095,1709,2804,183,280,463,912,1429,2341,14
h29-10-22,pr,overseas,九州,佐賀県,237,359,596,26,48,74,211,311,522,14
h29-10-22,pr,overseas,九州,長崎県,302,556,858,38,61,99,264,495,759,14
h29-10-22,pr,overseas,九州,熊本県,691,994,1685,38,91,129,653,903,1556,14
h29-10-22,pr,overseas,九州,大分県,177,303,480,27,47,74,150,256,406,14
h29-10-22,pr,overseas,九州,宮崎県,209,356,565,21,42,63,188,314,502,14
h29-10-22,pr,overseas,九州,鹿児島県,498,685,1183,50,74,124,448,611,1059,14
h29-10-22,pr,overseas,九州,沖縄県,1603,2165,3768,56,88,144,1547,2077,3624,14
h29-10-22,pr,overseas,九州,計,4812,7127,11939,439,731,1170,4373,6396,10769,14
h29-10-22,pr,overseas,,合計,44935,55155,100090,10790,10695,21485,34145,44460,78605,14
